"group_type","squadron_number","group_number","subgroup","total","model","add","add_new","add_maintenance","add_other_units","lost","lost_enemy","lost_accident","lost_maintenance","lost_other_units","total_eom","date"
"Aufklärungsgruppe",4,NA,"","2","Ju 88D-5","0","0","0","0","0","0","0","0","0","2",1942-10-15
"Aufklärungsgruppe",4,NA,"","1","Ju 88D-6","0","0","0","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",4,NA,"","3","Do 215B","0","0","0","0","3","0","0","0","3","0",1942-10-15
"Aufklärungsgruppe",4,NA,"","7","He 111P","0","0","0","0","0","0","0","0","0","7",1942-10-15
"Aufklärungsgruppe",4,NA,"","10","He 111H-6","0","0","0","0","2","1","1","0","0","8",1942-10-15
"Aufklärungsgruppe",4,NA,"","3","Ju 86R-1","0","0","0","0","0","0","0","0","0","3",1942-10-15
"Aufklärungsgruppe",4,NA,"","3","Ju 86R-2","4","4","0","0","0","0","0","0","0","7",1942-10-15
"Aufklärungsgruppe",4,NA,"","3","Bf 109F-4","0","0","0","0","3","0","0","0","3","0",1942-10-15
"Aufklärungsgruppe",4,NA,"","0","Bf 110F-2 trop","3","3","0","0","0","0","0","0","0","3",1942-10-15
"Aufklärungsgruppe",4,NA,"","3","Ju 88B","0","0","0","0","0","0","0","0","0","3",1942-11-15
"Aufklärungsgruppe",4,NA,"","3","Ju 88C-7","0","0","0","0","0","0","0","0","0","3",1942-11-15
"Aufklärungsgruppe",4,NA,"","2","Ju 88D-5","0","0","0","0","0","0","0","0","0","2",1942-11-15
"Aufklärungsgruppe",4,NA,"","1","Ju 88D-6","0","0","0","0","0","0","0","0","0","1",1942-11-15
"Aufklärungsgruppe",4,NA,"","7","He 111P","0","0","0","0","4","0","0","0","4","3",1942-11-15
"Aufklärungsgruppe",4,NA,"","8","He 111H-6","1","0","1","0","0","0","0","0","0","9",1942-11-15
"Aufklärungsgruppe",4,NA,"","3","Ju 86R-1","0","0","0","0","0","0","0","0","0","3",1942-11-15
"Aufklärungsgruppe",4,NA,"","7","Ju 86R-2","0","0","0","0","0","0","0","0","0","7",1942-11-15
"Aufklärungsgruppe",4,NA,"","3","Bf 109F-4","0","0","0","0","3","0","0","0","3","0",1942-11-15
"Aufklärungsgruppe",4,NA,"","3","Bf 110F-2 trop","0","0","0","0","2","0","0","0","2","1",1942-11-15
"Aufklärungsgruppe",4,NA,"","3","Ju 88B","0","0","0","0","0","0","0","0","0","3",1942-12-15
"Aufklärungsgruppe",4,NA,"","3","Ju 88C-7","0","0","0","0","1","0","0","0","1","2",1942-12-15
"Aufklärungsgruppe",4,NA,"","2","Ju 88D-5","0","0","0","0","0","0","0","0","0","2",1942-12-15
"Aufklärungsgruppe",4,NA,"","1","Ju 88D-6","0","0","0","0","1","1","0","0","0","0",1942-12-15
"Aufklärungsgruppe",4,NA,"","3","He 111P","0","0","0","0","2","0","0","0","2","1",1942-12-15
"Aufklärungsgruppe",4,NA,"","9","He 111H-6","0","0","0","0","0","0","0","0","0","9",1942-12-15
"Aufklärungsgruppe",4,NA,"","3","Ju 86R-1","3","0","3","0","0","0","0","0","0","6",1942-12-15
"Aufklärungsgruppe",4,NA,"","7","Ju 86R-2","0","0","0","0","3","0","0","3","0","4",1942-12-15
"Aufklärungsgruppe",4,NA,"","1","Bf 110F-2 trop","0","0","0","0","1","0","0","0","1","0",1942-12-15
"Aufklärungsgruppe",4,NA,"","3","Ju 88B","0","0","0","0","0","0","0","0","0","3",1943-01-15
"Aufklärungsgruppe",4,NA,"","2","Ju 88C-7","0","0","0","0","0","0","0","0","0","2",1943-01-15
"Aufklärungsgruppe",4,NA,"","2","Ju 88D-5","0","0","0","0","0","0","0","0","0","2",1943-01-15
"Aufklärungsgruppe",4,NA,"","1","He 111P-2","0","0","0","0","1","0","0","0","1","0",1943-01-15
"Aufklärungsgruppe",4,NA,"","9","He 111H-6","0","0","0","0","6","0","0","0","6","3",1943-01-15
"Aufklärungsgruppe",4,NA,"","6","Ju 86R-1","0","0","0","0","0","0","0","0","0","6",1943-01-15
"Aufklärungsgruppe",4,NA,"","4","Ju 86R-2","0","0","0","0","4","0","0","2","2","0",1943-01-15
"Aufklärungsgruppe",4,NA,"","0","Ju 88D-6","1","1","0","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",4,NA,"","3","Ju 88B","0","0","0","0","3","0","0","1","2","0",1943-02-15
"Aufklärungsgruppe",4,NA,"","2","Ju 88C-7","0","0","0","0","2","0","0","0","2","0",1943-02-15
"Aufklärungsgruppe",4,NA,"","2","Ju 88D-5","0","0","0","0","2","0","0","0","2","0",1943-02-15
"Aufklärungsgruppe",4,NA,"","1","Ju 88D-6","0","0","0","0","1","1","0","0","0","0",1943-02-15
"Aufklärungsgruppe",4,NA,"","6","Ju 86R-1","0","0","0","0","6","0","0","2","4","0",1943-02-15
"Aufklärungsgruppe",4,NA,"","3","He 111H-6","0","0","0","0","3","0","0","0","3","0",1943-02-15
"",1,NA,"","8","Do 17P","0","0","0","0","1","0","1","0","0","7",1942-03-15
"",1,NA,"","7","Do 17P","4","0","4","0","0","0","0","0","0","11",1942-04-15
"",1,NA,"","0","He 111P","1","0","1","0","0","0","0","0","0","1",1942-04-15
"",1,NA,"","0","He 111H-5","1","0","1","0","0","0","0","0","0","1",1942-04-15
"",1,NA,"","11","Do 17P","4","0","4","0","0","0","0","0","0","15",1942-05-15
"",1,NA,"","1","He 111P","0","0","0","0","1","0","0","1","0","0",1942-05-15
"",1,NA,"","1","He 111H-5","0","0","0","0","1","0","0","1","0","0",1942-05-15
"",1,NA,"","15","Do 17P","3","0","3","0","4","1","0","3","0","14",1942-06-15
"",1,NA,"","0","He 111P-2","2","0","0","2","1","0","0","1","0","1",1942-06-15
"",1,NA,"","0","He 111H-5","2","0","0","2","1","0","0","1","0","1",1942-06-15
"",1,NA,"","0","He 111H-6","2","0","0","2","0","0","0","0","0","2",1942-06-15
"",1,NA,"","14","Do 17P","0","0","0","0","0","0","0","0","0","14",1942-07-15
"",1,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-07-15
"",1,NA,"","1","He 111H-5","0","0","0","0","0","0","0","0","0","1",1942-07-15
"",1,NA,"","2","He 111H-6","0","0","0","0","0","0","0","0","0","2",1942-07-15
"",1,NA,"","14","Do 17P","0","0","0","0","7","0","0","1","6","7",1942-08-15
"",1,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-08-15
"",1,NA,"","1","He 111H-5","0","0","0","0","1","0","0","0","1","0",1942-08-15
"",1,NA,"","2","He 111H-6","7","7","0","0","2","1","0","1","0","7",1942-08-15
"",1,NA,"","7","Do 17P","0","0","0","0","1","0","0","1","0","6",1942-09-15
"",1,NA,"","1","He 111P-2","0","0","0","0","1","0","1","0","0","0",1942-09-15
"",1,NA,"","7","He 111H-6","3","2","1","0","2","0","2","0","0","8",1942-09-15
"",1,NA,"","6","Do 17P","0","0","0","0","3","1","2","0","0","3",1942-10-15
"",1,NA,"","8","He 111H-6","1","1","0","0","3","0","3","0","0","6",1942-10-15
"",1,NA,"","3
        6","Do 17P
        He 111H-6","1","0","1","0","1","0","1","0","0","3
        6",1942-11-15
"",1,NA,"","3","Do 17P","0","0","0","0","2","0","0","2","0","1",1942-12-15
"",1,NA,"","6","He 111H-6","1","0","0","1","1","0","1","0","0","6",1942-12-15
"",1,NA,"","0","Do 217E-4
        Do 217K-1","2","0","0","2","0","0","0","0","0","2",1942-12-15
"",1,NA,"","1","Do 17P","0","0","0","0","0","0","0","0","0","1",1943-01-15
"",1,NA,"","6","He 111H-6","2","2","0","0","2","1","1","0","0","6",1943-01-15
"",1,NA,"","2","Do 217K-1
        Do 217E-4","0","0","0","0","0","0","0","0","0","2",1943-01-15
"",1,NA,"","1","Do 17P","1","0","1","0","1","0","0","1","0","1",1943-02-15
"",1,NA,"","6","He 111H-16
        He 111H-6","2
        2","2
        -","-
        2","-
        -","-
        -","-
        -","-
        -","-
        -","-
        -","6
        4",1943-02-15
"",1,NA,"","2","Do 217E-4
        Do 217K-1","-
        1","-
        1","-
        -","-
        -","-
        1","-
        1","-
        -","-
        -","-
        -","0
        2",1943-02-15
"",1,NA,"","1","Do 17P","0","0","0","0","1","0","0","0","1","0",1943-03-15
"",1,NA,"","6","He 11H-16","0","0","0","0","6","0","0","2","4","0",1943-03-15
"",1,NA,"","4","He 111H-6","0","0","0","0","4","0","0","2","2","0",1943-03-15
"",1,NA,"","2","Do 217K-1","0","0","0","0","2","0","0","0","2","0",1943-03-15
"",1,NA,"","0","Do 217M","2","2","0","0","0","0","0","0","0","2",1943-04-15
"",1,NA,"","2","Do 217M","0","0","0","0","2","0","0","0","2","0",1943-05-15
"",1,NA,"","0","He 111H-6","1","0","0","1","0","0","0","0","0","1",1943-05-15
"",1,NA,"","0","Do 217M","5","0","0","5","0","0","0","0","0","5",1943-05-15
"",1,NA,"","5","Do 217M","7","0","0","7","1","0","0","1","0","11",1943-06-15
"",1,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1943-06-15
"",1,NA,"","11","Do 217M","2","2","0","0","4","0","3","1","0","9",1943-07-15
"",1,NA,"","1","He 111H-6","0","0","0","0","1","0","1","0","0","0",1943-07-15
"",1,NA,"","9","Do 217M","2","0","2","0","3","0","0","3","0","8",1943-08-15
"",1,NA,"","0","He 111H-6","4","0","0","4","2","0","0","2","0","2",1943-08-15
"",1,NA,"","8","Do 217M","4","3","0","1","4","2","2","0","0","8",1943-09-15
"",1,NA,"","2","He 111H-6","1","0","0","1","0","0","0","0","0","3",1943-09-15
"",1,NA,"","8","Do 217M-1","2","2","0","0","4","0","3","1","0","6",1943-10-15
"",1,NA,"","3","He 111H-6","0","0","0","0","0","0","0","0","0","3",1943-10-15
"",1,NA,"","6","Do 217M-1","1","1","0","0","2","1","0","1","0","6",1943-11-15
"",1,NA,"","3","He 111H-6
        He 111H-16","2","2","0","0","1","0","0","1","0","1
        2",1943-11-15
"",1,NA,"","6","Do 217M-1","3","3","0","0","1","0","1","0","0","8",1943-12-15
"",1,NA,"","1
        2","He 111H-6
        He 111H-16","3","2","1","0","2","0","1","1","0","4",1943-12-15
"",1,NA,"","8","Do 217M-1","1","1","0","0","4","1","3","0","0","5",1944-01-15
"",1,NA,"","4","He 111H-16","1","1","0","0","1","0","1","0","0","4",1944-01-15
"",1,NA,"","5","Do 217M-1","4","1","3","0","2","0","0","2","0","7",1944-02-15
"",1,NA,"","4","He 111H-16","1","0","1","0","1","0","1","0","0","4",1944-02-15
"",1,NA,"","7","Do 217M-1","1","0","1","0","0","0","0","0","0","8",1944-03-15
"",1,NA,"","4","He 111H-16","2","0","2","0","3","1","1","1","0","3",1944-03-15
"",1,NA,"","8","Do 217M-1","6","4","0","2","2","1","1","0","0","12",1944-04-15
"",1,NA,"","3","He 111H-16","1","0","1","0","0","0","0","0","0","4",1944-04-15
"",1,NA,"","0","He 111H-6","1","0","1","0","0","0","0","0","0","1",1944-04-15
"",1,NA,"","12","Do 217M-1","5","5","0","0","7","0","5","2","0","10",1944-05-15
"",1,NA,"","1","He 111H-6","0","0","0","0","1","0","0","0","1","0",1944-05-15
"",1,NA,"","4","He 111H-16","2","0","2","0","3","0","0","1","2","3",1944-05-15
"",1,NA,"","10","Do 217M-1","0","0","0","0","2","1","1","0","0","8",1944-06-15
"",1,NA,"","3","He 111H-16","0","0","0","0","0","0","0","0","0","3",1944-06-15
"",1,NA,"","8","Do 217M-1","1","1","0","0","1","0","1","0","0","8",1944-07-15
"",1,NA,"","3","He 111H-16","0","0","0","0","0","0","0","0","0","3",1944-07-15
"",1,NA,"","8","Do 217M-1","2","1","0","1","1","0","1","0","0","9",1944-08-15
"",1,NA,"","3","He 111H-16","0","0","0","0","3","0","0","1","2","0",1944-08-15
"",1,NA,"","9","Do 217M-1","5","2","1","2","6","3","1","2","0","8",1944-09-15
"",1,NA,"","0","He 111H-16","1","0","0","1","0","0","0","0","0","1",1944-09-15
"",1,NA,"","8","Do 217M-1","1","1","0","0","5","5","0","0","0","4",1944-10-15
"",1,NA,"","1","He 111H-16","0","0","0","0","1","0","1","0","0","0",1944-10-15
"",1,NA,"","4","Do 217M-1","4","2","0","2","1","0","1","0","0","7",1944-11-15
"",1,NA,"","0","He 111H-16","1","0","0","1","0","0","0","0","0","1",1944-11-15
"",1,NA,"","7","Do 217M-1","2","0","0","2","0","0","0","0","0","9",1944-12-15
"",1,NA,"","1","He 111H-16","0","0","0","0","0","0","0","0","0","1",1944-12-15
"",1,NA,"","0","Ju 88D-1","1","0","0","1","0","0","0","0","0","1",1944-12-15
"",2,NA,"","11","Do 17M","0","0","0","0","2","2","0","0","0","9",1942-03-15
"",2,NA,"","1","Do 17Z","0","0","0","0","0","0","0","0","0","1",1942-03-15
"",2,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-03-15
"",2,NA,"","9","Do 17M","3","0","0","3","0","0","0","0","0","12",1942-04-15
"",2,NA,"","1","Do 17Z","0","0","0","0","0","0","0","0","0","1",1942-04-15
"",2,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-04-15
"",2,NA,"","12","Do 17M","0","0","0","0","7","0","0","5","2","5",1942-05-15
"",2,NA,"","1","Do 17Z","1","0","0","1","0","0","0","0","0","2",1942-05-15
"",2,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-05-15
"",2,NA,"","5","Do 17M","5","0","0","5","2","0","2","0","0","8",1942-06-15
"",2,NA,"","2","Do 17Z","2","0","0","2","0","0","0","0","0","4",1942-06-15
"",2,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-06-15
"",2,NA,"","8","Do 17M","0","0","0","0","1","1","0","0","0","7",1942-07-15
"",2,NA,"","4","Do 17Z","2","0","0","2","0","0","0","0","0","6",1942-07-15
"",2,NA,"","1","He 111P-2","0","0","0","0","0","0","0","0","0","1",1942-07-15
"",2,NA,"","0","Do 215","1","0","0","1","0","0","0","0","0","1",1942-07-15
"",2,NA,"","7","Do 17M","0","0","0","0","2","0","1","1","0","5",1942-08-15
"",2,NA,"","6","Do 17Z","0","0","0","0","0","0","0","0","0","6",1942-08-15
"",2,NA,"","1","He 111P-2","0","0","0","0","1","0","1","0","0","0",1942-08-15
"",2,NA,"","1","Do 215","1","0","0","1","1","0","0","1","0","1",1942-08-15
"",2,NA,"","5
        6
        1","Do 17M
        Do 17Z
        Do 215B-4","4","0","4","0","4","1","3","0","0","4
        6
        2",1942-09-15
"",2,NA,"","4","Do 17M","1","0","1","0","0","0","0","0","0","5",1942-10-15
"",2,NA,"","6","Do 17Z","0","0","0","0","2","0","2","0","0","4",1942-10-15
"",2,NA,"","2","Do 215B-4","0","0","0","0","0","0","0","0","0","2",1942-10-15
"",2,NA,"","5","Do 17M","1","0","0","1","0","0","0","0","0","6",1942-11-15
"",2,NA,"","4","Do 17Z","0","0","0","0","0","0","0","0","0","4",1942-11-15
"",2,NA,"","2","Do 215B-4","0","0","0","0","0","0","0","0","0","2",1942-11-15
"",2,NA,"","6","Do 17M","0","0","0","0","1","0","0","1","0","5",1942-12-15
"",2,NA,"","4","Do 17Z","0","0","0","0","1","0","1","0","0","3",1942-12-15
"",2,NA,"","2","Do 215B-4","0","0","0","0","1","0","0","1","0","1",1942-12-15
"",2,NA,"","0","Do 217E-4","1","1","0","0","0","0","0","0","0","1",1942-12-15
"",2,NA,"","0","Do 217K-1","1","1","0","0","0","0","0","0","0","1",1942-12-15
"",2,NA,"","5","Do 17M","1","0","1","0","1","0","0","1","0","5",1943-01-15
"",2,NA,"","3","Do 17Z","0","0","0","0","0","0","0","0","0","3",1943-01-15
"",2,NA,"","1","Do 215B-4","0","0","0","0","1","0","1","0","0","0",1943-01-15
"",2,NA,"","1
        1","Do 217E-4
        Do 217K-1","3","0","0","3","1","1","0","0","0","4",1943-01-15
"",2,NA,"","5","Do 17M","0","0","0","0","1","0","0","0","1","4",1943-02-15
"",2,NA,"","3","Do 17Z","0","0","0","0","1","0","1","0","0","2",1943-02-15
"",2,NA,"","4","Do 217K-1","2","0","0","2","1","0","1","0","0","5",1943-02-15
"",2,NA,"","4","Do 17M","0","0","0","0","1","0","1","0","0","3",1943-03-15
"",2,NA,"","2","Do 17Z","1","0","1","0","2","1","0","0","1","1",1943-03-15
"",2,NA,"","5","Do 217K-1","2","2","0","0","1","0","0","0","1","6",1943-03-15
"",2,NA,"","3","Do 17M","0","0","0","0","1","0","0","1","0","2",1943-04-15
"",2,NA,"","1","Do 17Z","0","0","0","0","1","1","0","0","0","0",1943-04-15
"",2,NA,"","6","Do 217K-1","2","0","1","1","5","2","1","2","0","3",1943-04-15
"",2,NA,"","2","Do 17M","0","0","0","0","0","0","0","0","0","2",1943-05-15
"",2,NA,"","3","Do 217K-1","4","0","0","4","1","0","0","1","0","6",1943-05-15
"",2,NA,"","0","Do 217E-4","1","0","1","0","0","0","0","0","0","1",1943-05-15
"",2,NA,"","2","Do 17M","0","0","0","0","1","0","0","1","0","1",1943-06-15
"",2,NA,"","6","Do 217K-1","2","2","0","0","0","0","0","0","0","8",1943-06-15
"",2,NA,"","1","Do 217E-4","0","0","0","0","1","0","0","1","0","0",1943-06-15
"",2,NA,"","0","Ju 88D-1","1","1","0","0","0","0","0","0","0","1",1943-06-15
"",2,NA,"","0","He 111H-16","1","1","0","0","0","0","0","0","0","1",1943-06-15
"",2,NA,"","1","Do 17M","0","0","0","0","1","0","0","1","0","0",1943-07-15
"",2,NA,"","8","Do 217K-1","3","1","1","1","3","0","3","0","0","8",1943-07-15
"",2,NA,"","1","Ju 88D-1","0","0","0","0","0","0","0","0","0","1",1943-07-15
"",2,NA,"","1","He 111H-16","0","0","0","0","0","0","0","0","0","1",1943-07-15
"",2,NA,"","8","Do 217K-1","2","0","0","2","3","2","1","0","0","7",1943-08-15
"",2,NA,"","0","Do 217E","1","0","0","1","0","0","0","0","0","1",1943-08-15
"",2,NA,"","1","Ju 88D-1","0","0","0","0","0","0","0","0","0","1",1943-08-15
"",2,NA,"","0","Ju 88C-6","1","0","0","1","0","0","0","0","0","1",1943-08-15
"",2,NA,"","1","He 111H-16","0","0","0","0","0","0","0","0","0","1",1943-08-15
"",2,NA,"","0","He 111H-11","3","0","0","3","1","0","0","1","0","2",1943-08-15
"",2,NA,"","7","Do 217K-1","2","2","0","0","3","0","1","2","0","6",1943-09-15
"",2,NA,"","1","Do 217E-4","1","1","0","0","1","0","1","0","0","1",1943-09-15
"",2,NA,"","1","Ju 88D-1","0","0","0","0","1","0","1","0","0","0",1943-09-15
"",2,NA,"","0","Ju 88A-4","1","0","0","1","0","0","0","0","0","1",1943-09-15
"",2,NA,"","1","Ju 88C-6","0","0","0","0","0","0","0","0","0","1",1943-09-15
"",2,NA,"","1","He 111H-16","0","0","0","0","0","0","0","0","0","1",1943-09-15
"",2,NA,"","2","He 111H-11","1","0","1","0","0","0","0","0","0","3",1943-09-15
"",2,NA,"","6","Do 217K-1","0","0","0","0","2","0","1","1","0","4",1943-10-15
"",2,NA,"","1","Do 217E-4","2","0","0","2","1","0","0","1","0","2",1943-10-15
"",2,NA,"","1","Ju 88A-4","0","0","0","0","0","0","0","0","0","1",1943-10-15
"",2,NA,"","1","Ju 88C-6","0","0","0","0","1","0","1","0","0","0",1943-10-15
"",2,NA,"","1","He 111H-16","0","0","0","0","0","0","0","0","0","1",1943-10-15
"",2,NA,"","3","He 111H-11","0","0","0","0","2","2","0","0","0","1",1943-10-15
"",2,NA,"","4","Do 217K-1","1","0","1","0","1","0","1","0","0","4",1943-11-15
"",2,NA,"","2","Do 217E-4","2","0","1","1","1","0","1","0","0","3",1943-11-15
"",2,NA,"","1","Ju 88A-4","0","0","0","0","0","0","0","0","0","1",1943-11-15
"",2,NA,"","0","Ju 88C-6","1","0","1","0","0","0","0","0","0","1",1943-11-15
"",2,NA,"","1","He 111H-16","0","0","0","0","1","0","0","0","1","0",1943-11-15
"",2,NA,"","1","He 111H-11","0","0","0","0","1","0","1","0","0","0",1943-11-15
"",2,NA,"","4","Do 217K-1","0","0","0","0","4","0","0","0","4","0",1943-12-15
"",2,NA,"","3","Do 217E-4","0","0","0","0","3","0","0","0","3","0",1943-12-15
"",2,NA,"","1","Ju 88A-4","0","0","0","0","1","0","0","1","0","0",1943-12-15
"",2,NA,"","1","Ju 88C-6","0","0","0","0","1","0","0","0","1","0",1943-12-15
"",2,NA,"","0","Ju 88A-4","1","1","0","0","0","0","0","0","0","1",1944-01-15
"",2,NA,"","1","Ju 88A-4","0","0","0","0","0","0","0","0","0","1",1944-02-15
"",2,NA,"","0","Do 217M","12","12","0","0","0","0","0","0","0","12",1944-02-15
"",2,NA,"","12","Do 217M","0","0","0","0","0","0","0","0","0","12",1944-03-15
"",2,NA,"","1","Ju 88A-4","0","0","0","0","0","0","0","0","0","1",1944-03-15
"",2,NA,"","12","Do 217M","1","1","0","0","1","0","1","0","0","12",1944-04-15
"",2,NA,"","1","Ju 88A-4","0","0","0","0","1","0","0","0","1","0",1944-04-15
"",2,NA,"","12","Do 217M","4","2","2","0","0","0","0","0","0","16",1944-05-15
"",2,NA,"","0","Ju 188F-1","2","0","0","2","0","0","0","0","0","2",1944-05-15
"",2,NA,"","16","Do 217M","0","0","0","0","4","2","0","2","0","12",1944-06-15
"",2,NA,"","2","Ju 188F-1","0","0","0","0","1","0","0","1","0","1",1944-06-15
"",2,NA,"","12","Do 217M","9","3","6","0","10","0","1","7","2","11",1944-07-15
"",2,NA,"","1","Ju 188F-1","1","0","1","0","1","0","0","1","0","1",1944-07-15
"",2,NA,"","11","Do 217M-1","10","3","2","5","6","0","3","2","1","15",1944-08-15
"",2,NA,"","1","Ju 188F-1","0","0","0","0","1","0","0","1","0","0",1944-08-15
"",2,NA,"","0","Do 17Z","1","0","0","1","1","0","0","0","1","0",1944-08-15
"",2,NA,"","15","Do 217M-1","0","0","0","0","3","1","2","0","0","12",1944-09-15
"",2,NA,"","0","Ju 188D-2","2","0","0","2","0","0","0","0","0","2",1944-09-15
"",2,NA,"","12","Do 217M-1","3","0","0","3","0","0","0","0","0","15",1944-10-15
"",2,NA,"","2","Ju 188D-2","0","0","0","0","0","0","0","0","0","2",1944-10-15
"",2,NA,"","15","Do 217M-1","4","2","1","1","0","0","0","0","0","19",1944-11-15
"",2,NA,"","2","Ju 188D-2","0","0","0","0","0","0","0","0","0","2",1944-11-15
"",2,NA,"","19","Do 217M-1","0","0","0","0","0","0","0","0","0","19",1944-12-15
"",2,NA,"","2","Ju 188D-2","0","0","0","0","0","0","0","0","0","2",1944-12-15
"",3,NA,"","5","Do 17P","3","1","1","1","1","1","0","0","0","7",1942-03-15
"",3,NA,"","0","He 111H-6","2","0","0","2","0","0","0","0","0","2",1942-03-15
"",3,NA,"","7","Do 17P","2","0","1","1","0","0","0","0","0","9",1942-04-15
"",3,NA,"","2","He 111H-6","0","0","0","0","0","0","0","0","0","2",1942-04-15
"",3,NA,"","0","He 111P-2","1","0","1","0","0","0","0","0","0","1",1942-04-15
"",3,NA,"","9","Do 17P","4","0","0","4","3","0","0","0","3","10",1942-05-15
"",3,NA,"","2","He 111H-6","0","0","0","0","1","0","1","0","0","1",1942-05-15
"",3,NA,"","1","He 111P-2","0","0","0","0","1","0","0","0","1","0",1942-05-15
"",3,NA,"","10","Do 17P","3","0","1","2","1","0","1","0","0","12",1942-06-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-06-15
"",3,NA,"","12","Do 17P","2","0","1","1","2","1","0","1","0","12",1942-07-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-07-15
"",3,NA,"","12","Do 17P","1","0","1","0","1","0","0","1","0","12",1942-08-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-08-15
"",3,NA,"","12","Do 17P","2","0","2","0","3","0","0","2","1","11",1942-09-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-09-15
"",3,NA,"","11","Do 17P","2","0","1","1","1","0","0","1","0","12",1942-10-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-10-15
"",3,NA,"","12","Do 17P","0","0","0","0","0","0","0","0","0","12",1942-11-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-11-15
"",3,NA,"","0","Do 217E-4","2","0","0","2","1","0","1","0","0","1",1942-11-15
"",3,NA,"","12","Do 17P","0","0","0","0","2","0","0","0","2","10",1942-12-15
"",3,NA,"","1","He 111H-6","0","0","0","0","0","0","0","0","0","1",1942-12-15
"",3,NA,"","1","Do 217E-4","1","0","0","1","0","0","0","0","0","2",1942-12-15
"",3,NA,"","0","Do 217K-1","2","0","0","2","0","0","0","0","0","2",1942-12-15
"",3,NA,"","10","Do 17P","2","0","0","2","1","0","1","0","0","11",1943-01-15
"",3,NA,"","1","He 111H-6","0","0","0","0","1","0","0","1","0","0",1943-01-15
"",3,NA,"","2","Do 217E-4","1","0","0","1","0","0","0","0","0","3",1943-01-15
"",3,NA,"","2","Do 217K-1","2","0","0","2","1","0","0","0","1","3",1943-01-15
"",3,NA,"","11","Do 17P","2","0","0","2","2","2","0","0","0","11",1943-02-15
"",3,NA,"","3","Do 217E-4","1","0","0","1","1","0","0","0","1","3",1943-02-15
"",3,NA,"","3","Do 217K-1","1","0","0","1","1","1","0","0","0","3",1943-02-15
"",3,NA,"","11","Do 17P","0","0","0","0","6","0","0","0","6","5",1943-03-15
"",3,NA,"","3","Do 217E-4","1","0","0","1","0","0","0","0","0","4",1943-03-15
"",3,NA,"","3","Do 217K-1","2","0","0","2","1","0","0","0","1","4",1943-03-15
"",3,NA,"","5","Do 17P","0","0","0","0","1","0","0","0","1","4",1943-04-15
"",3,NA,"","4","Do 217E-4","1","0","0","1","2","0","1","0","1","3",1943-04-15
"",3,NA,"","4","Do 217K-1","0","0","0","0","1","0","1","0","0","3",1943-04-15
"",3,NA,"","4","Do 17P","0","0","0","0","0","0","0","0","0","4",1943-05-15
"",3,NA,"","3","Do 217K-1","2","0","0","2","1","0","0","0","1","4",1943-05-15
"",3,NA,"","3","Do 217E-4","0","0","0","0","0","0","0","0","0","3",1943-05-15
"",3,NA,"","4","Do 17P","0","0","0","0","2","0","0","0","2","2",1943-06-15
"",3,NA,"","3","Do 217E-4","0","0","0","0","1","0","1","0","0","2",1943-06-15
"",3,NA,"","4","Do 217K-1","1","0","0","1","1","1","0","0","0","4",1943-06-15
"",3,NA,"","2","Do 17P","0","0","0","0","0","0","0","0","0","2",1943-07-15
"",3,NA,"","2","Do 217E-4","1","0","1","0","1","0","0","1","0","2",1943-07-15
"",3,NA,"","4","Do 217K-1","1","0","0","1","1","0","1","0","0","4",1943-07-15
"",3,NA,"","2","Do 17P","0","0","0","0","0","0","0","0","0","2",1943-08-15
"",3,NA,"","2","Do 217E-4","2","0","0","2","2","0","0","0","2","2",1943-08-15
"",3,NA,"","4","Do 217K-1","2","0","0","2","3","1","1","0","1","3",1943-08-15
"",3,NA,"","2","Do 17P","0","0","0","0","0","0","0","0","0","2",1943-09-15
"",3,NA,"","2","Do 217E-4","2","0","2","0","1","0","0","1","0","3",1943-09-15
"",3,NA,"","3","Do 217K-1","3","0","2","1","3","0","2","1","0","3",1943-09-15
"",3,NA,"","2","Do 17P","0","0","0","0","2","0","0","0","2","0",1943-10-15
"",3,NA,"","3","Do 217E-4","1","0","0","1","1","0","1","0","0","3",1943-10-15
"",3,NA,"","3","Do 217K-1","1","0","1","0","0","0","0","0","0","4",1943-10-15
"",3,NA,"","3","Do 217E-4","1","0","0","1","0","0","0","0","0","4",1943-11-15
